index,true,pred_label,pred_prob,shap_sBytesAvg,shap_rBytesAvg,shap_sFinRate,shap_rFinRate,shap_sSynRate,shap_rSynRate,shap_sRstRate,shap_rRstRate,shap_sttl,shap_rttl,shap_sAckRate,shap_rAckRate,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sPayloadAvg,shap_rPayloadAvg,shap_sInterPacketAvg,shap_rInterPacketAvg
27,0,0,0.8628621438522159,0.0,0.0,0.0,0.0,-0.015078106705350314,0.015078106705350314,0.09327564291646916,-0.0932756429164692,0.0,0.0,0.0,0.0,0.01271550598432154,-0.012715505984321628,0.0,0.0,0.0,0.0,0.024674056650638414,-0.024674056650638525,0.0,0.0
28,0,0,0.8476224317013535,0.0,0.0,0.0,0.0,-0.015179856609512876,0.015179856609512848,0.09470339191740654,-0.09470339191740669,0.0,0.0,0.0,0.0,0.011202569375365696,-0.011202569375365871,0.0,0.0,0.0,0.0,0.024408436529271983,-0.024408436529272087,0.0,0.0
29,0,0,0.8690472553194385,0.0,0.0,0.0,0.0,-0.013034202971847106,0.013034202971846992,0.09269652313141019,-0.09269652313141033,0.0,0.0,0.0,0.0,0.011355687766432846,-0.01135568776643303,0.0,0.0,0.0,0.0,0.023995783105885043,-0.023995783105885165,0.0,0.0
30,0,0,0.8556142170571792,0.0,0.0,0.0,0.0,0.0,0.0,0.09179643565830113,-0.09179643565830105,0.0,0.0,0.0,0.0,0.01021673796512044,-0.01021673796512035,0.0,0.0,0.0,0.0,0.02367812884684938,-0.023678128846849316,0.0,0.0
31,0,0,0.9177902131174003,0.0,0.0,0.02844505201676992,-0.028445052016769962,0.0777679491144378,-0.07776794911443778,0.04215718259399027,-0.04215718259399005,0.0,0.0,0.022403495245737953,-0.02240349524573816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026561636276427415,-0.026561636276427405
32,0,0,0.9446833849610731,0.0,0.0,0.16585016172630693,-0.16585016172630693,0.046349343110590295,-0.046349343110590274,0.036755097346997945,-0.03675509734699792,-0.03384812923968339,0.033848129239683444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018203736190847017,-0.018203736190847187,0.01825808501896534,-0.018258085018965146
33,1,0,0.8319409479885611,0.0,0.0,0.0,0.0,-0.014865748929419182,0.014865748929419087,0.0937528122111259,-0.09375281221112589,0.0,0.0,0.0,0.0,0.010759458565822635,-0.010759458565822711,0.0,0.0,0.0,0.0,0.02383359200268699,-0.02383359200268698,0.0,0.0
34,0,0,0.9016590573792326,0.0,0.0,0.0,0.0,0.0,0.0,-0.18541565301598578,0.1854156530159858,0.0,0.0,0.0,0.0,0.011349921394111478,-0.011349921394111534,0.0,0.0,0.0,0.0,0.023698376524124994,-0.02369837652412507,0.0,0.0
35,0,0,0.8811434349453892,0.0,0.0,0.0,0.0,-0.014352407538185175,0.014352407538185188,0.09006593049013242,-0.09006593049013256,0.0,0.0,0.0,0.0,0.010752370097791852,-0.0107523700977918,0.0,0.0,0.0,0.0,0.022965849796263794,-0.022965849796263725,0.0,0.0
36,0,0,0.5663248445878194,0.0,0.0,-0.18494048992242687,0.18494048992242693,0.0,0.0,0.0,0.0,-0.04374218708249472,0.04374218708249478,-0.035167451346133756,0.03516745134613385,0.0,0.0,0.0,0.0,0.21473330855299502,-0.21473330855299505,-0.4062165762471473,0.40621657624714735,-0.06519403877970496,0.06519403877970491
37,0,0,0.9000705288829904,0.0,0.0,0.0,0.0,0.0,0.0,-0.18643141166385835,0.18643141166385852,0.0,0.0,0.0,0.0,0.01150559480615756,-0.011505594806157662,0.0,0.0,0.0,0.0,0.02505187339207422,-0.02505187339207419,0.0,0.0
38,0,0,0.830032238132899,0.0,0.0,-0.06551255556364391,0.06551255556364383,0.037672200707381816,-0.03767220070738188,0.0,0.0,-0.05101483596175028,0.051014835961750424,0.0,0.0,0.0,0.0,0.0,0.0,0.22260861316186079,-0.22260861316186079,-0.3624799508435881,0.3624799508435883,-0.0572007838028586,0.05720078380285855
39,1,0,0.8310445361695918,0.0,0.0,0.0,0.0,-0.016129826253387936,0.01612982625338796,0.09476094482346875,-0.09476094482346871,0.0,0.0,0.0,0.0,0.010470027747092839,-0.010470027747092738,0.0,0.0,0.0,0.0,0.02298440720273517,-0.022984407202735087,0.0,0.0
40,0,0,0.8931568840274532,0.0,0.0,0.0,0.0,0.0,0.0,-0.1896580209121417,0.1896580209121418,0.0,0.0,0.0,0.0,0.01170558463530157,-0.011705584635301714,0.0,0.0,0.0,0.0,0.025675084816959372,-0.025675084816959428,0.0,0.0
41,1,0,0.898852754137941,0.0,0.0,0.0,0.0,0.006562661017711913,-0.006562661017711802,-0.18640960520588618,0.1864096052058862,0.0,0.0,0.0,0.0,0.011065765970471826,-0.011065765970471915,0.0,0.0,0.0,0.0,0.026090241314769596,-0.026090241314769738,0.0,0.0
42,0,0,0.8803243852590736,0.0,0.0,0.0,0.0,-0.012279787672398507,0.012279787672398568,0.09168946592798143,-0.09168946592798158,0.0,0.0,0.0,0.0,0.012175036535405743,-0.012175036535405625,0.0,0.0,-0.008332450499827837,0.008332450499828059,0.024879380904244075,-0.024879380904244082,0.0,0.0
43,0,0,0.8627613978034471,0.0,0.0,0.0,0.0,0.0,0.0,-0.20138672099222854,0.20138672099222857,0.0,0.0,0.0,0.0,0.011573964561658948,-0.011573964561658906,0.0,0.0,0.0,0.0,0.024710577638015707,-0.024710577638015666,0.0,0.0
44,0,0,0.9015350145247482,0.0,0.0,0.0,0.0,0.0,0.0,-0.18641998906080134,0.18641998906080148,0.0,0.0,0.0,0.0,0.010669915351235085,-0.010669915351234932,0.0,0.0,0.0,0.0,0.025808870358945742,-0.025808870358945746,0.0,0.0
45,0,0,0.8803103712392671,0.0,0.0,0.0,0.0,-0.012593817357653483,0.01259381735765348,0.08927543693175347,-0.08927543693175348,0.0,0.0,0.0,0.0,0.011690027719730331,-0.011690027719730368,0.0,0.0,0.0,0.0,0.023153147824304623,-0.023153147824304707,0.0,0.0
46,0,0,0.8758253608207232,0.0,0.0,0.0,0.0,0.0,0.0,0.08900015166873262,-0.08900015166873285,0.0,0.0,0.0,0.0,0.007644968500257788,-0.007644968500257896,0.0,0.0,0.0,0.0,0.019483918693608267,-0.019483918693608295,0.0,0.0
47,1,0,0.9367477379919911,0.0,0.0,0.17443961039473774,-0.1744396103947376,0.05339502782173137,-0.05339502782173125,0.037659865296435814,-0.037659865296435766,-0.03140758572794383,0.031407585727943804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01815532115606424,-0.01815532115606419,0.020761970121027224,-0.020761970121027352
48,0,0,0.9102933677202869,0.0,0.0,0.0,0.0,0.08227874793436811,-0.08227874793436817,0.043638523199105536,-0.04363852319910549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02434360057141635,-0.024343600571416296,0.02955647318976407,-0.029556473189764117
49,0,0,0.8830781759452878,0.0,0.0,0.0,0.0,-0.013386368866544457,0.013386368866544526,0.09043728452568071,-0.09043728452568066,0.0,0.0,0.0,0.0,0.011079043901080457,-0.011079043901080422,0.0,0.0,0.0,0.0,0.022744936479708277,-0.02274493647970819,0.0,0.0
50,0,0,0.8735561238487952,0.0,0.0,0.0,0.0,-0.014760026327850784,0.014760026327850796,0.09070601198228652,-0.09070601198228657,0.0,0.0,0.0,0.0,0.010150216098004204,-0.01015021609800421,0.0,0.0,0.0,0.0,0.023365623088103922,-0.023365623088104002,0.0,0.0
51,0,0,0.8974021375239346,0.0,0.0,0.0,0.0,0.0,0.0,-0.18805866710265529,0.18805866710265526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026473968476299178,-0.026473968476299306,0.0075973415393676,-0.007597341539367683
52,0,0,0.8608964330074208,0.0,0.0,0.0,0.0,0.0,0.0,-0.2026538335798087,0.20265383357980865,0.0,0.0,0.0,0.0,0.010229304432994524,-0.010229304432994427,0.0,0.0,0.0,0.0,0.024621874442354034,-0.024621874442354023,0.0,0.0
53,0,0,0.8236533741314153,0.0,0.0,0.0,0.0,-0.01657946619448661,0.016579466194486595,0.09385479337536558,-0.09385479337536567,0.0,0.0,0.0,0.0,0.009204796126902478,-0.009204796126902488,0.0,0.0,0.0,0.0,0.022329388884039913,-0.022329388884039982,0.0,0.0
54,0,0,0.8877196288231717,0.0,0.0,0.0,0.0,0.09631815834205397,-0.09631815834205396,-0.3861651848610109,0.38616518486101087,0.0,0.0,0.0,0.0,-0.325648289901538,0.32564828990153816,0.0,0.0,0.0,0.0,0.0,0.0,-0.04917368211448003,0.04917368211448009
55,0,0,0.8695617103264334,0.0,0.0,0.0,0.0,-0.01330407375722423,0.0133040737572241,0.09206140688683587,-0.09206140688683598,0.0,0.0,0.0,0.0,0.011638519535018843,-0.011638519535018937,0.0,0.0,0.0,0.0,0.02632199777445092,-0.0263219977744511,0.0,0.0
56,0,0,0.8816538447444414,0.0,0.0,0.0,0.0,-0.013582532228063132,0.013582532228063049,0.08885779333605012,-0.08885779333605005,0.0,0.0,0.0,0.0,0.010524385335805023,-0.010524385335805055,0.0,0.0,0.0,0.0,0.02371669852558038,-0.023716698525580473,0.0,0.0
57,0,0,0.8990550352274074,0.0,0.0,0.0,0.0,0.0,0.0,-0.18927119976530835,0.1892711997653083,0.0,0.0,0.0,0.0,0.01147524977474431,-0.01147524977474417,0.0,0.0,0.0,0.0,0.024922879157277665,-0.0249228791572776,0.0,0.0
58,0,0,0.8584854815293019,0.0,0.0,0.0,0.0,-0.014334040795618067,0.01433404079561804,0.09224932315500893,-0.09224932315500893,0.0,0.0,0.0,0.0,0.011240468045797144,-0.011240468045797184,0.0,0.0,0.0,0.0,0.024238848649774325,-0.024238848649774384,0.0,0.0
59,0,0,0.8114965066078781,0.0,0.0,0.0,0.0,-0.014279687169043057,0.014279687169043015,0.09872378031602794,-0.0987237803160281,0.0,0.0,0.0,0.0,0.011127405311459452,-0.011127405311459514,0.0,0.0,0.0,0.0,0.0249395519038521,-0.024939551903852167,0.0,0.0
60,0,0,0.8265072857240254,0.0,0.0,-0.058983543383430356,0.058983543383430356,0.0,0.0,0.0,0.0,0.0,0.0,-0.03824858481268881,0.038248584812688835,0.0,0.0,0.0,0.0,0.23125048015534258,-0.23125048015534258,-0.354672365481309,0.35467236548130887,-0.04919040902965634,0.04919040902965636
61,0,0,0.8722558080989269,0.0,0.0,0.0,0.0,-0.014816544502689849,0.014816544502689794,0.08962491254504565,-0.0896249125450456,0.0,0.0,0.0,0.0,0.011151176771854981,-0.011151176771855047,0.0,0.0,0.0,0.0,0.024327533110173834,-0.02432753311017391,0.0,0.0
62,0,0,0.901579486694166,0.0,0.0,0.0,0.0,0.0,0.0,-0.18651788447614553,0.1865178844761455,0.0,0.0,0.0,0.0,0.011860125467525948,-0.011860125467526059,0.0,0.0,0.0,0.0,0.024746144665391222,-0.024746144665391257,0.0,0.0
63,0,0,0.8976572631221096,0.0,0.0,0.0,0.0,0.0,0.0,-0.18923201171130744,0.18923201171130738,0.0,0.0,0.0,0.0,0.01165135695906047,-0.01165135695906045,0.0,0.0,0.0,0.0,0.025394774139707563,-0.025394774139707553,0.0,0.0
64,1,1,0.8938839156633438,0.0,0.0,0.0,0.0,0.07455794962228712,-0.07455794962228698,0.029424147087969397,-0.02942414708796905,0.0,0.0,0.02596761790457487,-0.025967617904574868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032063813959587795,-0.032063813959587815
65,1,1,0.9269181862830104,0.0,0.0,0.0149277934400589,-0.014927793440058568,0.05361297404581654,-0.053612974045816504,0.03028979014332324,-0.030289790143323312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03963283036506893,-0.0396328303650689
66,0,0,0.832539912212241,0.0,0.0,0.0,0.0,-0.016801593103359783,0.016801593103359852,0.09503843038271488,-0.09503843038271491,0.0,0.0,0.0,0.0,0.009861415770661689,-0.00986141577066171,0.0,0.0,0.0,0.0,0.02374951847106104,-0.02374951847106106,0.0,0.0
67,0,0,0.8272041469563074,0.0,0.0,0.0,0.0,-0.016902121171714413,0.016902121171714427,0.09675350678393099,-0.09675350678393112,0.0,0.0,0.0,0.0,0.008972282730937763,-0.00897228273093769,0.0,0.0,0.0,0.0,0.02205465357659578,-0.022054653576595713,0.0,0.0
68,0,0,0.8772668709219833,0.0,0.0,0.0,0.0,-0.014753763392723853,0.014753763392723891,0.08984028264334241,-0.08984028264334248,0.0,0.0,0.0,0.0,0.011492879896548501,-0.011492879896548333,0.0,0.0,0.0,0.0,0.02360633031907117,-0.0236063303190711,0.0,0.0
69,0,0,0.877601396304074,0.0,0.0,0.0,0.0,0.0,0.0,0.08724128501178047,-0.0872412850117804,0.0,0.0,0.0,0.0,0.007633358969477336,-0.0076333589694772405,0.0,0.0,0.0,0.0,0.021733868676603218,-0.0217338686766032,0.0,0.0
70,0,0,0.8645491480868592,0.0,0.0,0.0,0.0,0.0,0.0,-0.20033294778609664,0.20033294778609656,0.0,0.0,0.0,0.0,0.012229201419695773,-0.012229201419695607,0.0,0.0,0.0,0.0,0.02605798375342548,-0.02605798375342548,0.0,0.0
71,0,0,0.8996348853187961,0.0,0.0,0.0,0.0,0.0,0.0,-0.18586035778836357,0.18586035778836354,0.0,0.0,0.0,0.0,0.011237784571332142,-0.011237784571332225,0.0,0.0,0.0,0.0,0.024934832672197337,-0.02493483267219747,0.0,0.0
72,0,0,0.8781457965191575,0.0,0.0,0.0,0.0,-0.01469212648705451,0.014692126487054483,0.09030767281891457,-0.0903076728189146,0.0,0.0,0.0,0.0,0.01067374087074908,-0.010673740870749163,0.0,0.0,0.0,0.0,0.023132670375344274,-0.0231326703753443,0.0,0.0
73,1,1,0.9807646314342596,0.0,0.0,0.13517440905117753,-0.13517440905117742,0.04266858753987024,-0.04266858753987014,0.026973757603934903,-0.02697375760393491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01679704836682132,-0.016797048366821235,0.016474690825433857,-0.01647469082543389
74,0,0,0.8836365951366119,0.0,0.0,0.0,0.0,0.0,0.0,0.08809585122273231,-0.08809585122273238,0.0,0.0,0.0,0.0,0.008445467859902443,-0.008445467859902512,0.0,0.0,0.0,0.0,0.02116863138165072,-0.02116863138165083,0.0,0.0
75,0,0,0.8996534132364705,0.0,0.0,0.0,0.0,0.0,0.0,-0.18699062596919933,0.18699062596919938,0.0,0.0,0.0,0.0,0.011085059169028244,-0.0110850591690282,0.0,0.0,0.0,0.0,0.02550648002319563,-0.02550648002319567,0.0,0.0
76,0,0,0.8299859834600102,0.0,0.0,-0.06656833410880972,0.06656833410880972,0.0,0.0,0.0,0.0,0.0,0.0,-0.03539866748185898,0.03539866748185888,0.0,0.0,0.0,0.0,0.2283171437098673,-0.22831714370986714,-0.357263888272711,0.357263888272711,-0.04409054757406158,0.04409054757406152
77,0,0,0.8549417048132713,0.0,0.0,0.0,0.0,-0.013957382926693032,0.013957382926692977,0.09340641406083942,-0.09340641406083947,0.0,0.0,0.0,0.0,0.01177518732884278,-0.01177518732884284,0.0,0.0,0.0,0.0,0.02361787962408737,-0.023617879624087377,0.0,0.0
78,0,0,0.8653675694153381,0.0,0.0,0.0,0.0,-0.013686935844803383,0.013686935844803296,0.09186419583514283,-0.09186419583514283,0.0,0.0,0.0,0.0,0.012139671101108782,-0.012139671101108862,0.0,0.0,0.0,0.0,0.024271159532909807,-0.02427115953290988,0.0,0.0
79,0,0,0.9011055774632415,0.0,0.0,0.0,0.0,0.0,0.0,-0.18598675001115844,0.18598675001115855,0.0,0.0,0.0,0.0,0.011915372673974177,-0.011915372673974281,0.0,0.0,0.0,0.0,0.024480166482042796,-0.02448016648204291,0.0,0.0
80,0,0,0.8440977788236809,0.0,0.0,0.0,0.0,-0.014353172367221402,0.014353172367221285,0.09330087571644542,-0.09330087571644538,0.0,0.0,0.0,0.0,0.011778022785653984,-0.011778022785654025,0.0,0.0,0.0,0.0,0.024410717323912853,-0.024410717323912902,0.0,0.0
81,0,0,0.8215559750571025,0.0,0.0,0.0,0.0,0.0,0.0,-0.217737608025039,0.21773760802503922,0.0,0.0,0.0,0.0,0.007703208660770469,-0.007703208660770383,0.0,0.0,0.0,0.0,0.021393577279470385,-0.021393577279470354,0.005041534426754653,-0.00504153442675475
82,0,0,0.9096792596837318,0.0,0.0,0.18502862775700274,-0.18502862775700285,0.05257769972755662,-0.052577699727556604,0.045628512931910434,-0.045628512931910364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020007921189329234,-0.020007921189329148,0.02317226358113733,-0.023172263581137175
83,1,0,0.8051133775559459,0.0,0.0,0.0,0.0,-0.015664741956929386,0.015664741956929434,0.09765160538161903,-0.09765160538161888,0.0,0.0,0.0,0.0,0.013186671366393694,-0.01318667136639365,0.0,0.0,0.0,0.0,0.024149192113721168,-0.02414919211372112,0.0,0.0
84,0,0,0.8753455335104278,0.0,0.0,0.0,0.0,-0.015457602170800826,0.015457602170800704,0.09051696686611367,-0.09051696686611363,0.0,0.0,0.0,0.0,0.01106910543126779,-0.011069105431267826,0.0,0.0,0.0,0.0,0.02332720006355879,-0.023327200063558907,0.0,0.0
85,0,0,0.8715757717549433,0.0,0.0,0.0,0.0,-0.015368362882831948,0.015368362882831933,0.09099269443626894,-0.09099269443626894,0.0,0.0,0.0,0.0,0.009533950525918829,-0.009533950525918725,0.0,0.0,0.0,0.0,0.022184925981982417,-0.02218492598198231,0.0,0.0
86,0,0,0.9167878230657842,0.0,0.0,0.0,0.0,0.08125207933415385,-0.08125207933415371,0.04161444749651459,-0.041614447496514495,0.0,0.0,0.030284893090630267,-0.0302848930906302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02957938352548243,-0.029579383525482287
87,0,0,0.8404425470109432,0.0,0.0,0.0,0.0,-0.015656840840693603,0.015656840840693513,0.09510037509116989,-0.09510037509116998,0.0,0.0,0.0,0.0,0.010399176424418396,-0.01039917642441843,0.0,0.0,0.0,0.0,0.023345141801275227,-0.023345141801275296,0.0,0.0
88,0,0,0.8759498892703468,0.0,0.0,0.0,0.0,-0.014017451274223401,0.014017451274223353,0.09052304797339748,-0.09052304797339741,0.0,0.0,0.0,0.0,0.009735166080368611,-0.009735166080368528,0.0,0.0,0.0,0.0,0.02460572673324245,-0.024605726733242402,0.0,0.0
89,0,0,0.9008089790599947,0.0,0.0,0.0,0.0,0.0,0.0,-0.18639556877238037,0.1863955687723804,0.0,0.0,0.0,0.0,0.01052512402994287,-0.01052512402994289,0.0,0.0,0.0,0.0,0.024174130900547087,-0.024174130900547184,0.0,0.0
90,0,0,0.881013711732562,0.0,0.0,0.0,0.0,-0.015348177133703594,0.015348177133703608,0.0904229472014694,-0.0904229472014695,0.0,0.0,0.0,0.0,0.010796489623544615,-0.010796489623544615,0.0,0.0,0.0,0.0,0.024618086332906925,-0.024618086332906897,0.0,0.0
91,0,0,0.8715898101260515,0.0,0.0,0.0,0.0,-0.015181742800131695,0.015181742800131709,0.09010557475854802,-0.09010557475854805,0.0,0.0,0.0,0.0,0.010117183221115161,-0.010117183221115041,0.0,0.0,0.0,0.0,0.024885271604582485,-0.024885271604582457,0.0,0.0
92,0,0,0.8852313975636917,0.0,0.0,0.0,0.0,-0.013147095319806873,0.013147095319806859,0.0903219759038004,-0.09032197590380034,0.0,0.0,0.0,0.0,0.01077174414000288,-0.010771744140002858,0.0,0.0,0.0,0.0,0.022968399280949823,-0.02296839928094974,0.0,0.0
