sBytesAvg,rBytesAvg,sFinRate,sttl,rttl,sAckDelayMax,rAckDelayMax,sPackets,rPackets,protocol,sWinTCP,rWinTCP,sInterPacketAvg,rInterPacketAvg,NST_B_Label
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037924150625864,0.0069334130538137,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0036966701348622,0.0069362615284166,1
70.0,70.667,0.2,64.0,64.0,0.0,0.043,30,24,IP:TCP,13249.6,16671.75,0.0030491023228086,0.0057307015294614,0
69.63600000000001,70.667,0.2269999999999999,64.0,64.0,0.001,0.042,22,18,IP:TCP,12090.727,14875.889,0.0048307577768961,0.0083560663111069,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029892017101419,0.0045592157464278,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.003833919763565,0.0071487301274349,0
258.75,85.0,0.0,64.0,64.0,0.042,0.0,8,6,IP:TCP,502.0,501.0,0.0190821375165666,0.0182552337646484,1
70.0,70.6,0.2,64.0,64.0,0.003,0.048,25,20,IP:TCP,13249.6,16671.75,0.0039951701958974,0.0075642686141164,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0040347576141357,0.0073595799897846,0
70.0,70.6,0.2,64.0,64.0,0.0,0.048,25,20,IP:TCP,13249.6,16671.75,0.0036239524682362,0.0068468420129073,1
194.333,85.0,0.0,64.0,64.0,0.044,0.0,6,3,IP:TCP,502.0,501.0,0.0132104396820068,0.0329315662384033,1
70.0,70.6,0.2,64.0,64.0,0.0,0.045,25,20,IP:TCP,13249.6,16671.75,0.0038829644521077,0.007128263774671,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0039114654064178,0.0072094139299894,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0036447445551554,0.0067303055211117,0
192.25,85.0,0.0,64.0,64.0,0.022,0.0,4,2,IP:TCP,502.0,501.0,0.0075620015462239,0.0223629474639892,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0036975443363189,0.0067849033757259,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029818929474929,0.0045483112335205,0
70.0,70.6,0.2,64.0,64.0,0.0,0.047,25,20,IP:TCP,13249.6,16671.75,0.0046975016593933,0.008412850530524,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030014514923095,0.0045778500406365,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037470857302347,0.0068769454956054,0
70.0,70.6,0.2,64.0,64.0,0.002,0.044,25,20,IP:TCP,13249.6,16671.75,0.0042795042196909,0.0075646952578895,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029359274897082,0.0044776891407213,0
70.0,70.6,0.2,64.0,64.0,0.0,0.048,25,20,IP:TCP,13249.6,16671.75,0.0036854147911071,0.0068685757486443,0
212.857,85.0,0.0,64.0,64.0,0.051,0.0,7,4,IP:TCP,502.0,501.0,0.0161486466725667,0.0322393576304117,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029486212237127,0.0044974778827868,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.0,30,20,IP:TCP,11125.0,16671.75,0.0030213142263478,0.0046083676187615,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037862062454223,0.0069278415880705,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038250784079233,0.0071452165904798,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037475029627482,0.0069954144327264,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037427842617034,0.0069409922549599,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030531061106714,0.0046548968867251,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037094553311665,0.0069379053617778,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030102072090938,0.0045911136426423,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029772396745352,0.0045391634890907,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029403423440867,0.0044847915047093,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.003024175249297,0.0046112160933645,0
69.333,70.667,0.1669999999999999,64.0,64.0,0.001,0.001,36,24,IP:TCP,11125.0,16671.75,0.0025291102273123,0.0038433385931927,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037211676438649,0.0069556863684403,1
70.0,70.6,0.2,64.0,64.0,0.0,0.048,25,20,IP:TCP,13249.6,16671.75,0.0037716726462046,0.0069746845646908,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.003650297721227,0.0068843615682501,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029996181356495,0.0045749011792634,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037341316541035,0.0068671075921309,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037562449773152,0.0070324195058722,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.004065583149592,0.0073596301831697,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029707859302389,0.0045314211594431,0
70.0,70.667,0.2,64.0,64.0,0.0,0.044,30,24,IP:TCP,13249.6,16671.75,0.003305278975388,0.0060001767199972,0
70.0,70.6,0.2,64.0,64.0,0.0,0.046,25,20,IP:TCP,13249.6,16671.75,0.0039999584356943,0.0073583126068115,0
69.333,70.6,0.167,64.0,64.0,0.007,0.0,30,20,IP:TCP,11125.0,16671.75,0.003126966542211,0.0047694256431178,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037605861822764,0.0069370018808465,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029762448935673,0.0045393768109773,0
220.2,85.0,0.0,64.0,64.0,0.047,0.0,10,6,IP:TCP,502.0,501.0,0.0205768744150797,0.028603982925415,1
85.0,192.5,0.0,64.0,64.0,0.0,0.0,1,2,IP:TCP,501.0,502.0,,0.0004630088806152,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037899116675059,0.0069370520742315,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0036879579226175,0.0069365250436883,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.003754456837972,0.0069367885589599,0
75.2,151.5,0.0,64.0,64.0,0.001,0.021,5,6,IP:TCP,13438.0,11125.0,0.0056209564208984,0.0045216083526611,0
70.0,70.6,0.2,64.0,64.0,0.001,0.048,25,20,IP:TCP,13249.6,16671.75,0.0037289957205454,0.0068346826653731,1
69.333,70.6,0.167,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029362810069117,0.0044781032361482,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038073261578877,0.0069346302434017,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029905582296437,0.0045610979983681,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0039830009142557,0.0071467349403782,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039588709672292,0.0072475232576069,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.002958897886605,0.0045126237367328,0
85.0,192.25,0.0,64.0,64.0,0.0,0.022,2,4,IP:TCP,501.0,502.0,0.0221920013427734,0.0075510342915852,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030424841519059,0.0046391612605044,0
85.0,192.25,0.0,64.0,64.0,0.0,0.023,2,4,IP:TCP,501.0,502.0,0.0234210491180419,0.0079466501871744,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037410755952199,0.0069353204024465,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0036852955818176,0.0068766317869487,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.003831257422765,0.0071406866374768,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029895881126666,0.0045600439372815,0
69.333,70.6,0.167,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029440666067189,0.0044898986816406,1
70.074,70.678,0.1939999999999999,64.0,64.0,0.002,0.048,108,87,IP:TCP,13485.667,16857.529,0.0046495967936292,0.0058005937310152,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037026703357696,0.0069364623019569,0
192.25,85.0,0.0,64.0,64.0,0.022,0.0,4,2,IP:TCP,502.0,3252.0,0.0075933138529459,0.022615909576416,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038629968961079,0.007146207909835,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029696842719768,0.0045288989418431,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037512481212615,0.0069358976263748,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.0,30,20,IP:TCP,11125.0,16671.75,0.0030861394158725,0.0047071607489334,0
70.0,70.6,0.2,64.0,64.0,0.002,0.079,25,20,IP:TCP,13249.6,16671.75,0.0125409960746765,0.0180821042311818,1
69.333,70.6,0.167,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.002949936636563,0.0044989460393002,1
85.0,192.25,0.0,64.0,64.0,0.0,0.022,2,4,IP:TCP,501.0,502.0,0.0221929550170898,0.0074632962544759,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0055392086505889,0.0092538908908241,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.003768374522527,0.0070641040802001,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029566205781081,0.0045087964911209,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037912825743357,0.0069384700373599,0
70.0,70.6,0.2,64.0,64.0,0.001,0.046,25,20,IP:TCP,13249.6,16671.75,0.0039752026398976,0.0071472117775364,0
69.333,70.6,0.167,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029785550873855,0.0045430032830489,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0041697522004445,0.007567004153603,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038264592488606,0.0071467851337633,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037960012753804,0.0069336891174316,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039008657137552,0.0071008330897281,0
208.778,85.0,0.0,64.0,64.0,0.084,0.004,9,5,IP:TCP,502.0,501.0,0.0265513658523559,0.0412294864654541,1
70.0,70.6,0.2,64.0,64.0,0.001,0.048,25,20,IP:TCP,13249.6,16671.75,0.0065094530582427,0.0107009536341616,1
75.2,151.5,0.0,64.0,64.0,0.001,0.02,5,6,IP:TCP,13438.0,11125.0,0.0053857564926147,0.0043191909790039,0
85.0,192.25,0.0,64.0,64.0,0.001,0.042,2,4,IP:TCP,501.0,502.0,0.0218470096588134,0.0214946269989013,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037118693192799,0.0068144170861495,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029300985665156,0.0044693193937602,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039701660474141,0.0071413140547902,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029647268097976,0.0045210562254253,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.003701627254486,0.0069364748503032,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039363006750742,0.0070934797588147,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029600653155096,0.0045149953741776,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038658380508422,0.0071473749060379,0
220.2,85.0,0.0,64.0,64.0,0.04,0.0,5,3,IP:TCP,502.0,501.0,0.0214659571647644,0.0225805044174194,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.003,30,20,IP:TCP,11125.0,16671.75,0.003073659436456,0.0046872716200979,0
69.63600000000001,70.667,0.2269999999999999,64.0,64.0,0.0,0.044,22,18,IP:TCP,12090.727,14875.889,0.0048886594318208,0.0086197572595932,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030045920404894,0.0045817400279798,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037433703740437,0.0069394237116763,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037540396054585,0.0069699538381476,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0031164514607396,0.0047534265016254,0
70.0,70.6,0.2,64.0,64.0,0.001,0.045,25,20,IP:TCP,13249.6,16671.75,0.0038689076900482,0.0071363072646291,1
70.0,70.667,0.2,64.0,64.0,0.007,0.047,30,24,IP:TCP,13249.6,16671.75,0.0033773471569192,0.0062410416810408,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038526654243469,0.0071439994008917,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0040083726247151,0.0073545230062384,0
210.562,85.0,0.0,64.0,64.0,0.177,0.001,16,9,IP:TCP,502.0,501.0,0.0325233300526936,0.060963749885559,1
151.5,75.2,0.0,64.0,64.0,0.02,0.002,6,5,IP:TCP,11125.0,13438.0,0.0044117927551269,0.0054925084114074,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037968754768371,0.0069371022676166,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029660340013175,0.004523892151682,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0036699573198954,0.0069402017091449,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038472115993499,0.007098586935746,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029986562400028,0.0045736839896754,0
70.0,70.6,0.2,64.0,64.0,0.0069999999999999,0.044,25,20,IP:TCP,13249.6,16671.75,0.0042665799458821,0.007662158263357,0
70.0,70.6,0.2,64.0,64.0,0.0,0.042,25,20,IP:TCP,13249.6,16671.75,0.0037275354067484,0.0069341157612047,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037767986456553,0.0070077871021471,0
70.0,70.6,0.2,64.0,64.0,0.001,0.048,25,20,IP:TCP,13249.6,16671.75,0.0038593709468841,0.0071468980688797,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038681626319885,0.0071437358856201,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030241094786545,0.0046120066391794,0
