index,true,pred_label,pred_prob,base_value,shap_sBytesAvg,shap_rBytesAvg,shap_rFinRate,shap_rSynRate,shap_sttl,shap_rttl,shap_rAckRate,shap_sAckDelayMax,shap_rAckDelayMax,shap_sPackets,shap_rPackets,shap_sWinTCP,shap_rWinTCP,shap_sPayloadAvg,shap_rPayloadAvg,shap_sInterPacketAvg,shap_rInterPacketAvg
15,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
16,Normal,Normal,1.0,0.003848969837445667,-0.0014285617119330464,0.06460776236438136,5.984273082152664e-06,0.0,0.0009514730974051907,0.22899352701110492,0.0,0.014709310156245261,0.28020935491857696,0.17226041854152377,0.03143533684987978,0.08143028087977412,7.070105450837477e-05,0.0013910049413448657,0.0013124289875152283,-0.06593706869138127,0.18613907749052833
17,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
18,Normal,Normal,1.0,0.003848969837445667,-0.001360400134991451,0.06460776236438136,5.984273082152664e-06,0.0,0.00375805147059573,0.22848689186065194,0.0,0.016349769498347134,0.2731321933276215,0.1734433846846286,0.03270918304436494,0.08143028087977412,7.070105450837476e-05,0.0013908820382550532,0.0012823166362571962,-0.06594000829458659,0.1867840374596657
19,mitm,mitm,1.0,0.05467503361194942,0.02787472548123871,0.18614202643342903,6.204978580112385e-05,0.0,1.760636275140193e-05,0.01997562147370095,0.0,0.03178181483424931,0.005109955244580749,0.31181905608701244,0.21515989886189743,-0.06114334127420263,-0.0008381347288180192,-0.01153096594667888,-0.0010937511346935777,0.21468574153652017,0.0073026633712832195
20,Normal,Normal,1.0,0.003848969837445667,-0.0013865239551375758,0.06461977534695933,5.984273082152664e-06,0.0,0.0009514730974051907,0.22899352701110492,0.0,0.014829541347282458,0.2802043009715642,0.1722791950130718,0.03140408139698251,0.08137443772921926,7.353272840741589e-05,0.0013979639769100723,0.001314130872023133,-0.06600058302185756,0.18609019337553873
21,Normal,Normal,1.0,0.003848969837445667,0.014162845965822743,0.128077822450721,0.005886735295735258,0.0,0.001437748683565475,0.057352808990849095,0.0,-0.0803719398434179,-0.003689673589021116,0.24484007116819195,0.019016786806035812,0.2942525186953957,-5.80599762939072e-06,0.0011509025579487771,0.012369870528820496,0.17880829095853604,0.12286204749100178
22,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
23,ddos,ddos,1.0,0.07305082050327101,-0.0001492753597843554,0.0,0.0,0.0,0.0,2.1592176726815673e-05,0.0,0.00011055828563949805,1.3932038027970006e-05,0.22638941021737408,-0.00014927535978435537,0.0001235356754215154,0.0,0.23076762229086076,5.391513869202952e-06,-0.00014927535978435537,0.46996496337821436
24,Normal,Normal,1.0,0.003848969837445667,-0.0010085723282942207,0.06430445196197394,0.00034546475952551466,0.0,0.00375805147059573,0.2290745165406157,0.0,-0.015925398402790506,0.27493385606656684,0.21928976110742968,-0.0024652374639639613,0.08185000198371423,2.110812682530765e-08,0.0008571722617575467,0.001337824275823735,-0.06679871578392652,0.20659783260540143
25,Normal,Normal,1.0,0.003848969837445667,-0.001387855473181653,0.06439746943587236,5.984273082152664e-06,0.0,0.0009514730974051907,0.22899352701110492,0.0,0.014828209829238381,0.2802043009715642,0.17228014323850951,0.03140274987893843,0.08144809586023356,7.353272840741589e-05,0.0013966324588659948,0.0013211620814582402,-0.0659269152174516,0.18616251998850894
26,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
27,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
28,Normal,Normal,1.0,0.003848969837445667,0.004461113215640658,0.06419537283774997,1.2673105061692838e-05,0.0,0.0005460899512357862,0.23769400569844104,0.0,-0.0034666261919993197,0.04646847639303487,0.2631451292616854,0.013776068605684682,0.08724294407226175,3.574375331704214e-07,0.0010566957296945377,0.0016722141344717705,0.02313166353170441,0.256214852380355
29,mitm,mitm,1.0,0.05467503361194942,0.033972931000925806,0.1689761896665948,3.3399188028946014e-05,0.0,1.2636869204556686e-05,0.013629179210610694,0.0,0.013738025046257549,0.000274860599750917,0.286762881015225,0.2120236421726954,0.0036564079158655505,0.0015152052259597808,-0.014362329263578423,0.001702862462499644,0.012106945496844802,0.2112821297811866
30,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
31,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
32,mitm,mitm,1.0,0.05467503361194942,0.030170929223254494,0.169120415229326,3.3399188028946014e-05,0.0,1.2636869204556686e-05,0.009529623388034914,0.0,0.030684516070295324,0.00017673368704848488,0.2757697347749696,0.22479248788855932,0.003656484219802548,0.0015193063895492481,-0.01816433104124972,0.0014937156047708888,0.011322762798415743,0.20520655209806116
33,Normal,Normal,1.0,0.003848969837445667,0.014145354056805335,0.06450749905787379,0.005886735295735258,0.0,0.001437748683565475,0.057600765479564824,0.0,-0.08037193984341787,-0.004008449045293191,0.24497722102617392,0.018698011349763708,0.23122373348403613,-5.80599762939072e-06,0.0011509025579487797,0.012369870528820496,0.11544262752833313,0.3130967560002753
34,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
35,Normal,Normal,1.0,0.003848969837445667,-0.0013717298870307285,0.06457534548707522,5.984273082152664e-06,0.0,0.00375805147059573,0.22848689186065194,0.0,0.016392783383144184,0.2731081062877264,0.17343549953001608,0.03275219692916198,0.08151381469900643,-2.474236365870701e-06,0.001382597747882108,0.0012891733318619086,-0.06593253287577822,0.18675732216152652
36,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
37,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
38,Normal,Normal,1.0,0.003848969837445667,-0.035966860029007466,0.0008940494128166245,2.7310569161615347e-06,0.0,0.0004782190756323675,0.0048713812205442636,0.0,0.12876648889319042,-0.005555746059544624,0.17489172123635474,-0.02133728557026268,-0.005422864211492698,-1.2750568331929583e-05,0.20621676358000793,0.001645362421432103,0.27290173731250555,0.27377808239179496
39,Normal,Normal,1.0,0.003848969837445667,0.012315992282946591,0.06429433470783817,0.001233307834726657,0.0,0.0020524076378135732,0.06390587042055562,0.0,-0.017220575869726328,-0.0018692243144583518,0.27178734446755065,0.004586348123358288,0.06892646645413747,0.0005276040731464987,0.0007999922335896447,0.0019013612390482572,0.2134619793816549,0.30944782149037364
40,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
41,ddos,ddos,1.0,0.07305082050327101,-5.988608689595157e-05,0.0,0.0,0.0,0.0,1.0280733131528323e-05,0.0,-5.9886086895951564e-05,6.589657532048469e-06,0.22647879949026248,-5.9886086895951564e-05,6.398923795633327e-05,0.0,0.23076762229086076,2.5311645144055973e-06,-5.9886086895951564e-05,0.46985891127010737
42,Normal,Normal,1.0,0.003848969837445667,-0.0445058893949447,0.1275685321382553,0.001233307834726657,0.0,0.10854374610790664,0.01635462188539062,0.0,-0.022481789070563148,0.18212314129481252,0.2538121529633289,0.028179635649805076,0.18028019591713196,-2.9176017001811986e-06,0.0008020037917486553,0.0015577226699793943,0.056726602589030735,0.10595996338764739
43,mitm,mitm,1.0,0.05467503361194942,-0.004610015069401758,0.10635889559120347,0.000326841779188791,0.0,1.1085815199650945e-05,0.0009811444972776169,0.0,0.12636266335065083,-0.000525487041172625,0.26909289606671716,0.20567750189828243,-0.06800610132606606,-0.0014175332878856508,-7.87061586328505e-05,0.0005600580583995159,0.07400659965065828,0.23658512256365236
44,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
45,mitm,mitm,1.0,0.05467503361194942,0.02785032994478665,0.18602321454186965,6.204978580112385e-05,0.0,1.760636275140193e-05,0.00032798852519611417,0.0,0.012172559147193234,0.005117141981893418,0.1918513274291223,0.2206576855145792,-0.061143506356924095,-0.0008381347288180192,-0.011555361483130949,-0.0005081943112732409,0.0880856816368483,0.2872045783981766
46,Normal,Normal,1.0,0.003848969837445667,-0.001360400134991451,0.06460776236438136,5.984273082152664e-06,0.0,0.00375805147059573,0.22848689186065194,0.0,0.016349769498347134,0.2731321933276215,0.1734433846846286,0.03270918304436494,0.08143028087977412,7.070105450837476e-05,0.0013908820382550532,0.0012823166362571962,-0.06594000829458659,0.1867840374596657
47,Normal,Normal,1.0,0.003848969837445667,0.05949716234136061,0.1285544091584307,3.252602699238396e-05,0.0,0.0011299029229104836,0.05559239233478488,0.0,-0.028491114567094352,-0.003363190328346189,0.21924941283464594,-0.0016188085562853745,0.2876760903264686,8.776383344834173e-06,0.0027277623794329338,0.01202661597730534,0.23195405883423245,0.031175034094372455
48,Normal,Normal,1.0,0.003848969837445667,-0.001413268813350993,0.06439746943587236,5.984273082152664e-06,0.0,0.0005460899512357862,0.22878703963469074,0.0,0.016325531407883922,0.26925770896605083,0.18910089846223804,0.03526466296427438,0.08150393901078842,7.070105450837477e-05,0.001401710471929191,0.0013194553674532629,-0.08605573117613195,0.1956388391520314
49,Normal,Normal,1.0,0.003848969837445667,-0.001429414965187201,0.06460776236438136,5.984273082152664e-06,0.0,0.00375805147059573,0.22899352701110492,0.0,0.016913435665239663,0.27499294880879066,0.1725438676743463,0.03171286438971765,0.08143028087977412,7.070105450837477e-05,0.0013908820382550532,0.0013124289875152283,-0.06594000829458659,0.18578771880501854
50,Normal,Normal,1.0,0.003848969837445667,0.0006670990760629656,0.12786438305732545,0.001233307834726657,0.0,0.0020524076378135732,0.06322710539145769,0.0,-0.010597879261059302,-0.0005113687609813066,0.2765433757234846,-0.007455411284052922,0.12028886654959603,0.0011310607373088844,0.0007997171902297079,0.002255673396417256,0.27611952611961615,0.14253316675460986
51,Normal,Normal,1.0,0.003848969837445667,-0.0002238335118926435,0.06430445196197394,5.984273082152664e-06,0.0,0.00375805147059573,0.22899352701110492,0.0,-0.016394059636322397,0.27493385606656684,0.2189818156928404,-0.0015946309118444208,0.08151089507736749,-2.8105657722158106e-06,0.0008571722617575467,0.0013153362259981022,-0.06598395238236184,0.2056892271294623
52,Normal,Normal,1.0,0.003848969837445667,-0.001429414965187201,0.06460776236438136,5.984273082152664e-06,0.0,0.00375805147059573,0.22899352701110492,0.0,0.016913435665239663,0.27499294880879066,0.1725438676743463,0.03171286438971765,0.08143028087977412,7.070105450837477e-05,0.0013908820382550532,0.0013124289875152283,-0.06594000829458659,0.18578771880501854
53,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
54,Normal,Normal,1.0,0.003848969837445667,0.17680975459289955,0.0010597143655577948,2.888544940404357e-06,0.0,0.0010011755730090402,0.004842638132510981,0.0,0.06805295143345966,-0.004674214175438385,0.292561471958133,0.06009927412594138,-0.004991832846732857,-6.814227880268927e-06,0.00020268469564941946,0.00020679288496216442,0.0009122634935736274,0.4000722816119707
55,port-scan,port-scan,1.0,0.07267504467762927,0.14521147970960194,0.12105203878008683,0.0,0.0,0.0,0.00013296311130359058,0.0,0.00031544465053688896,0.0,0.21544830131580245,-0.0003535701915275051,0.0,0.0,0.27944513579690894,1.4154296877148982e-05,-0.0005473479127033493,0.1666063557655295
56,port-scan,port-scan,1.0,0.07267504467762927,0.14521147970960194,0.12105203878008683,0.0,0.0,0.0,0.00013296311130359058,0.0,0.00031544465053688896,0.0,0.21544830131580245,-0.0003535701915275051,0.0,0.0,0.27944513579690894,1.4154296877148982e-05,-0.0005473479127033493,0.1666063557655295
57,Normal,Normal,1.0,0.003848969837445667,0.05949716234136061,0.12855413411507077,3.252602699238396e-05,0.0,0.0011299029229104836,0.05559239233478488,0.0,-0.028491114567094352,-0.003363190328346189,0.21924941283464594,-0.0016188085562853745,0.2876760903264686,8.776383344834173e-06,0.002727487336073,0.01202661597730534,0.23195488396431227,0.03117475905101252
58,Normal,Normal,1.0,0.003848969837445667,0.0006496071670455571,0.06429433470783817,0.001233307834726657,0.0,0.0020524076378135732,0.06389659464727708,0.0,-0.022503421371757835,-0.0018784758717147498,0.2676078573315519,0.021442631090464414,0.08576795734670453,3.0024659608963928e-06,0.0007999922335896447,0.001573692409424037,0.2134619793816549,0.2977495631519764
59,ddos,ddos,1.0,0.07305082050327101,-0.0001492753597843554,0.0,0.0,0.0,0.0,2.1592176726815673e-05,0.0,0.00011055828563949805,1.3932038027970006e-05,0.22638941021737408,-0.00014927535978435537,0.0001235356754215154,0.0,0.23076762229086076,5.391513869202952e-06,-0.00014927535978435537,0.46996496337821436
60,ddos,ddos,1.0,0.07305082050327101,0.0006445717340360288,0.0,0.0,0.0,0.0,5.703167473315687e-05,0.0,-0.00042933784090186465,3.693619985355875e-05,0.22610934773625654,-0.0004293378409018647,0.0003100985870476923,0.0,0.23076762229086076,1.4353176843769173e-05,-0.00042933784090186475,0.4702972316198552
61,ddos,ddos,1.0,0.07305082050327101,-0.0001492753597843554,0.0,0.0,0.0,0.0,2.1592176726815673e-05,0.0,0.00011055828563949805,1.3932038027970006e-05,0.22638941021737408,-0.00014927535978435537,0.0001235356754215154,0.0,0.23076762229086076,5.391513869202952e-06,-0.00014927535978435537,0.46996496337821436
62,Normal,Normal,1.0,0.003848969837445667,-0.0014164585443887745,0.06461977534695933,5.984273082152664e-06,0.0,0.0009514730974051907,0.22860613442542718,0.0,0.01469639690298408,0.2813103109175062,0.1719120048469911,0.03040977483468623,0.08143028087977412,7.66474474347e-05,0.0014030179239228413,0.0013121834417034865,-0.06641854210296758,0.18725204647203542
63,Normal,Normal,1.0,0.003848969837445667,-0.0013865239551375758,0.06461977534695933,5.984273082152664e-06,0.0,0.0009514730974051907,0.22899352701110492,0.0,0.014829541347282458,0.2802043009715642,0.1722791950130718,0.03140408139698251,0.08137443772921926,7.353272840741589e-05,0.0013979639769100723,0.001314130872023133,-0.06600058302185756,0.18609019337553873
64,Normal,Normal,1.0,0.003848969837445667,-0.0013985371267699485,0.06460776236438136,5.984273082152664e-06,0.0,0.0009514730974051907,0.22899352701110492,0.0,0.014817528334465433,0.28020935491857696,0.1722851668419011,0.03137949369932491,0.08137443772921926,7.353272840741589e-05,0.0013910049413448657,0.0013141357015202056,-0.06593706869138127,0.18608323433997348
65,Normal,Normal,1.0,0.003848969837445667,-0.001383244228187895,0.06439746943587236,5.984273082152664e-06,0.0,0.0005460899512357862,0.22957667065440204,0.0,0.022491224674628267,0.26925770896605083,0.19161638094870792,0.0156916884655214,0.08473819257296077,7.353272840741589e-05,0.001401710471929191,0.0015304501932536273,-0.08421328856625962,0.20042045962095173
66,Normal,Normal,1.0,0.003848969837445667,-0.0013686844253643963,0.06460776236438136,5.984273082152664e-06,0.0,0.003758051470595731,0.27156966571324737,0.0,0.016341485207974182,0.2548053108437981,0.16902901246155144,0.025921414078644768,0.08143009964653028,7.070105450837476e-05,0.001382597747882108,0.0012891733318619086,-0.06719128801263026,0.17449974440649263
67,Normal,Normal,1.0,0.003848969837445667,-0.03525034283964515,0.06446688451493726,5.984273082152664e-06,0.0,0.005094356344083649,0.03783385391543097,0.0,0.01748479850973421,0.26849456703341834,0.2162488856850742,0.12905295398282984,0.11571299964349141,7.070105450837477e-05,0.002202033357011699,0.001328870618112,-0.07228562664913184,0.24569011071961877
68,port-scan,port-scan,1.0,0.07267504467762927,0.14521147970960194,0.12105203878008683,0.0,0.0,0.0,0.00013296311130359058,0.0,0.00031544465053688896,0.0,0.21544830131580245,-0.0003535701915275051,0.0,0.0,0.27944513579690894,1.4154296877148982e-05,-0.0005473479127033493,0.1666063557655295
69,Normal,Normal,1.0,0.003848969837445667,0.05448955152035287,0.1281638049349668,3.252602699238396e-05,0.0,0.0010627877446863507,0.08353453000789392,0.0,-0.011418392259380952,0.040149296003351924,0.2194334939163007,-0.0004737727598761809,0.3029632520318432,8.837105428997923e-06,0.0027438477039627776,0.013129736133511625,0.10591435613991924,0.05641717591260225
70,Normal,Normal,1.0,0.003848969837445667,0.014156184945112291,0.1280773881902736,0.005886735295735258,0.0,0.001437748683565475,0.057363454162708515,0.0,-0.041222182220069896,-0.003616197740713984,0.2763884974059273,0.04477962719805606,0.1027209651738429,0.004177705908606185,0.0011439664942686828,0.01496113923521476,0.17880277350169002,0.21109322392833843
71,mitm,mitm,1.0,0.05467503361194942,0.02926370662388334,-0.0813833024330562,0.00011974320869084333,0.0,1.2636869204556686e-05,0.0008609497341190756,0.0,0.04178328401104321,-2.4743303223920785e-05,0.27696114096199576,0.20625897695016948,0.009416581667826107,0.02678698388766243,-0.01144083963772549,0.0012403138536861758,0.13767524377987758,0.3077942902139184
72,Normal,Normal,1.0,0.003848969837445667,-0.0013437612121442615,0.06376756036548559,5.984273082152664e-06,0.0,0.00375805147059573,0.22848689186065194,0.0,0.01693949509698154,0.2731409891427073,0.17331011216396844,0.033134847314224294,0.08152918014357129,3.5743753317041726e-07,0.0013937606136474167,0.001296931905238306,-0.0658150430983562,0.1865456726853693
73,Normal,Normal,1.0,0.003848969837445667,-0.001360400134991451,0.06460776236438136,5.984273082152664e-06,0.0,0.003758051470595731,0.27156966571324737,0.0,0.016349769498347134,0.25479698100638704,0.16902445113597736,0.02592969836901772,0.08143028087977412,7.070105450837476e-05,0.0013908820382550532,0.0012823166362571962,-0.06721314283914898,0.17450802869686555
74,Normal,Normal,1.0,0.003848969837445667,-0.001412597031813999,0.06394749169742453,5.984273082152664e-06,0.0,0.0009514730974051907,0.22940033503513332,0.0,0.021268476983671535,0.2813043645245799,0.1743057445596694,0.01121231909862794,0.08473574303706619,7.353272840741589e-05,0.00139003526467283,0.0015294756726870128,-0.06444011078261512,0.1918787620045576
75,Normal,Normal,1.0,0.003848969837445667,0.05448955152035287,0.1281638049349668,3.252602699238396e-05,0.0,0.0010627877446863507,0.08354323327605395,0.0,-0.01138012147480543,0.04013558000207534,0.21944089664962782,-0.00048748876115274,0.3029632520318432,-4.878895847584901e-06,0.0027438477039627776,0.013130223352555299,0.10591435613991924,0.056403459911325664
76,Normal,Normal,1.0,0.003848969837445667,-0.001429414965187201,0.06460776236438136,5.984273082152664e-06,0.0,0.00375805147059573,0.22898895742111006,0.0,0.016888514006917585,0.27499889520171694,0.17254981406727263,0.03171881078264397,0.08143028087977412,7.66474474347e-05,0.0013908820382550532,0.0013121882712005591,-0.06594000829458659,0.18579366519794488
77,Normal,Normal,1.0,0.003848969837445667,0.04043442577440346,0.12758269655359106,3.2526026992383975e-05,0.0,0.000387859954316018,0.19237674740715704,0.0,-0.004516731399119094,0.08864009209953179,0.22493968429838287,0.022827053666602884,0.13326074996271506,1.0309328078910624e-05,0.0027661014289587426,0.013771629002285336,0.08914948790151747,0.06448839815714184
78,Normal,Normal,1.0,0.003848969837445667,0.014156184945112291,0.12807754740736108,0.005886735295735258,0.0,0.001437748683565475,0.057363454162708515,0.0,-0.041222182220069896,-0.003616197740713984,0.2763884974059273,0.04477962719805606,0.1027209651738429,0.004177705908606185,0.0011439664938783902,0.01496113923521476,0.1788024550679054,0.21109338314542592
