end,endOffset,rBytesSum,start,sBytesSum,startOffset,sPayloadSum,rPayloadSum,rPackets,sPackets,NST_B_Label
1663322973.510477,3294.00014,1160,1663322973.013601,650,3293.503264,130,120,20,10,0
1663321321.606853,1642.096516,933,1663321321.201701,1239,1641.691364,147,153,15,21,0
1663324879.521239,5200.010902,928,1663324879.511517,520,5200.00118,104,96,16,8,0
1663321802.214087,2122.70375,933,1663321801.802535,1239,2122.292198,147,153,15,21,0
1663324329.519804,4650.009467,876,1663324329.020272,455,4649.509935,91,96,15,7,0
1663321956.415574,2276.905237,933,1663321956.001393,1239,2276.491056,147,153,15,21,0
1663323344.751075,3665.240738,224444,1663323344.251077,204040,3664.74074,0,0,5101,5101,1
1663326745.52228,7066.011943,1160,1663326745.023296,650,7065.512959,130,120,20,10,0
1663327603.043419,7923.533082,933,1663327602.601688,1239,7923.091351,147,153,15,21,0
1663321400.206784,1720.696447,933,1663321399.802725,1239,1720.292388,147,153,15,21,0
1663321890.506178,2210.995841,1096,1663321890.018997,650,2210.50866,130,108,19,10,0
1663327952.525091,8273.014754,580,1663327952.520435,325,8273.010098,65,60,10,5,0
1663324527.866256,4848.355919,218612,1663324527.366267,134875,4847.85593,26975,24912,3725,2075,1
1663320146.208602,466.698265,933,1663320145.801237,1239,466.2909,147,153,15,21,0
1663320202.018433,522.508096,296,1663320201.519006,130,522.008669,26,36,5,2,0
1663320549.02838,869.518043,632,1663320548.569828,325,869.059491,65,60,11,5,0
1663319964.51659,285.006253,1456,1663319964.017011,780,284.506674,156,156,25,12,0
1663320224.519577,545.00924,1596,1663320224.026421,1040,544.516084,208,192,27,16,0
1663321925.015927,2245.50559,812,1663321924.51602,455,2245.005683,91,84,14,7,0
1663324652.605706,4973.095369,933,1663324652.201134,1239,4972.690797,147,153,15,21,0
1663322438.025793,2758.515456,580,1663322438.022362,325,2758.512025,65,60,10,5,0
1663320554.252913,874.742576,933,1663320553.800778,1187,874.290441,147,153,15,20,0
1663327449.516466,7770.006129,708,1663327449.016649,455,7769.506312,91,84,12,7,0
1663320977.015649,1297.505312,980,1663320976.520714,585,1297.010377,117,96,17,9,0
1663323040.514995,3361.004658,528,1663323040.015833,260,3360.505496,52,60,9,4,0
1663324670.611892,4991.101555,933,1663324670.201843,1239,4990.691506,147,153,15,21,0
1663326804.533845,7125.023508,1004,1663326804.064902,650,7124.554565,130,120,17,10,0
1663324423.973681,4744.463344,1276,1663324423.54727,715,4744.036933,143,132,22,11,1
1663327179.515449,7500.005112,1792,1663327179.015496,1040,7499.505159,208,180,31,16,0
1663320073.015116,393.504779,1004,1663320072.524278,650,393.013941,130,120,17,10,0
1663324308.607743,4629.097406,933,1663324308.202254,1239,4628.691917,147,153,15,21,0
1663325407.52389,5728.013553,952,1663325407.034036,650,5727.523699,130,120,16,10,0
1663322807.253115,3127.742778,933,1663322806.801412,1239,3127.291075,147,153,15,21,0
1663327220.518467,7541.00813,1004,1663327220.022891,650,7540.512554,130,120,17,10,0
1663325812.440402,6132.930065,452,1663325811.981077,451,6132.47074,87,88,7,7,1
1663323540.013662,3860.503325,1160,1663323539.535146,650,3860.024809,130,120,20,10,0
1663326126.070483,6446.560146,516,1663326125.626248,516,6446.115911,100,100,8,8,1
1663324357.51401,4678.003673,1160,1663324357.021634,650,4677.511297,130,120,20,10,0
1663327140.146628,7460.636291,83648,1663327139.64664,45175,7460.136303,9035,8352,1448,695,1
1663326788.510986,7109.000649,1456,1663326788.010987,845,7108.50065,169,156,25,13,0
1663319851.507905,171.997568,980,1663319851.048902,520,171.538565,104,96,17,8,0
1663324734.025207,5054.51487,760,1663324733.525226,390,5054.014889,78,84,13,6,0
1663324177.021578,4497.511241,933,1663324176.600713,1239,4497.090376,147,153,15,21,0
1663324933.023639,5253.513302,580,1663324933.021204,325,5253.510867,65,60,10,5,0
1663322388.00732,2708.496983,1160,1663322387.509594,650,2707.999257,130,120,20,10,0
1663322826.523031,3147.012694,1160,1663322826.029606,650,3146.519269,130,120,20,10,0
1663323689.475546,4009.965209,0,1663323689.475546,42,4009.965209,0,0,0,1,1
1663324379.006521,4699.496184,52,1663324379.006484,65,4699.496147,13,0,1,1,0
1663325840.008267,6160.49793,933,1663325839.600601,1239,6160.090264,147,153,15,21,0
1663324048.50521,4368.994873,1676,1663324048.01749,975,4368.507153,195,168,29,15,0
1663323808.206131,4128.695794,933,1663323807.800731,1239,4128.290394,147,153,15,21,0
1663324576.404991,4896.894654,933,1663324576.002576,1239,4896.492239,147,153,15,21,0
1663325984.973077,6305.46274,0,1663325984.973077,42,6305.46274,0,0,0,1,1
1663323590.51009,3910.999753,1160,1663323590.017532,650,3910.507195,130,120,20,10,0
1663321776.518973,2097.008636,760,1663321776.019203,390,2096.508866,78,84,13,6,0
1663323230.810202,3551.299865,933,1663323230.401043,1239,3550.890706,147,153,15,21,0
1663321056.00772,1376.497383,1624,1663321055.508116,910,1375.997779,182,168,28,14,0
1663319909.524367,230.01403,864,1663319909.039237,520,229.5289,104,84,15,8,0
1663324684.059946,5004.549609,92,1663324684.059946,0,5004.549609,0,64,1,0,1
1663326683.606108,7004.095771,933,1663326683.201287,1239,7003.69095,147,153,15,21,0
1663327868.038165,8188.527828,980,1663327867.560912,520,8188.050575,104,96,17,8,0
1663326801.014405,7121.504068,1160,1663326800.515258,650,7121.004921,130,120,20,10,0
1663326243.848464,6564.338127,933,1663326243.40006,1187,6563.889723,147,153,15,20,0
1663321878.523331,2199.012994,580,1663321878.519856,325,2199.009519,65,60,10,5,0
1663321277.520026,1598.009689,632,1663321277.513561,390,1598.003224,78,60,11,6,0
1663324447.523223,4768.012886,1004,1663324447.031279,650,4767.520942,130,120,17,10,0
1663326482.517903,6803.007566,1572,1663326482.017916,910,6802.507579,182,168,27,14,0
1663321842.514835,2163.004498,732,1663321842.015374,585,2162.505037,117,108,12,9,0
1663325535.79386,5856.283523,58632,1663325535.294327,74139,5855.78399,8359,7560,981,1265,1
1663320753.518085,1074.007748,1392,1663320753.018335,780,1073.507998,156,144,24,12,0
1663320899.219398,1219.709061,933,1663320898.80077,1239,1219.290433,147,153,15,21,0
1663326944.816911,7265.306574,252,1663326944.417193,0,7264.906856,0,0,6,0,1
1663321081.011978,1401.501641,933,1663321080.601325,1239,1401.090988,147,153,15,21,0
1663321024.006214,1344.495877,1160,1663321023.521343,650,1344.011006,130,120,20,10,0
1663324131.505916,4451.995579,1544,1663324131.023299,1040,4451.512962,208,192,26,16,0
1663325638.072968,5958.562631,933,1663325637.60196,1187,5958.091623,147,153,15,20,0
1663321891.521354,2212.011017,1160,1663321891.026611,650,2211.516274,130,120,20,10,0
1663324497.861581,4818.351244,238616,1663324497.361687,134355,4817.85135,26871,24792,4112,2067,1
1663320522.512358,843.002021,1108,1663320522.015466,650,842.505129,130,120,19,10,0
1663325914.6696,6235.159263,124456,1663325914.169797,76440,6234.65946,15288,14112,2122,1176,1
1663324285.20476,4605.694423,933,1663324284.801903,1239,4605.291566,147,153,15,21,0
1663321985.207609,2305.697272,933,1663321984.800941,1239,2305.290604,147,153,15,21,0
1663323823.009173,4143.498836,928,1663323823.002933,520,4143.492596,104,96,16,8,0
1663321535.023896,1855.513559,876,1663321534.523975,455,1855.013638,91,96,15,7,0
1663322088.008662,2408.498325,1160,1663322087.513781,650,2408.003444,130,120,20,10,0
1663319889.819959,210.309622,121,1663319889.817922,116,210.307585,12,17,2,2,0
1663326402.816728,6723.306391,933,1663326402.401197,1239,6722.89086,147,153,15,21,0
1663319734.603962,55.093625,933,1663319734.201037,1239,54.6907,147,153,15,21,0
1663327423.527092,7744.016755,168,1663327423.526313,130,7744.015976,26,12,3,2,0
1663321486.614174,1807.103837,933,1663321486.201255,1239,1806.690918,147,153,15,21,0
1663320612.51801,933.007673,1804,1663320612.029331,1040,932.518994,208,192,31,16,0
1663323557.168811,3877.658474,168,1663323556.854151,130,3877.343814,26,12,3,2,1
1663322908.605426,3229.095089,933,1663322908.200701,1239,3228.690364,147,153,15,21,0
1663325664.524964,5985.014627,1160,1663325664.029518,650,5984.519181,130,120,20,10,0
1663322374.52291,2695.012573,656,1663322374.022966,390,2694.512629,78,84,11,6,0
1663322377.017128,2697.506791,933,1663322376.601509,1239,2697.091172,147,153,15,21,0
1663324714.519771,5035.009434,580,1663324714.516012,325,5035.005675,65,60,10,5,0
1663319738.806127,59.29579,933,1663319738.401283,1239,58.890946,147,153,15,21,0
1663324135.523281,4456.012944,928,1663324135.519013,520,4456.008676,104,96,16,8,0
1663323429.124915,3749.614578,244,1663323428.677386,195,3749.167049,39,36,4,3,1
1663323888.719027,4209.20869,516,1663323888.310186,516,4208.799849,100,100,8,8,1
1663327522.415391,7842.905054,933,1663327522.001731,1239,7842.491394,147,153,15,21,0
1663326779.011886,7099.501549,580,1663326779.010527,325,7099.50019,65,60,10,5,0
1663323624.006817,3944.49648,580,1663323624.006137,325,3944.4958,65,60,10,5,0
1663321788.505815,2108.995478,1160,1663321788.032916,650,2108.522579,130,120,20,10,0
1663325412.805991,5733.295654,933,1663325412.400997,1239,5732.89066,147,153,15,21,0
1663323354.406163,3674.895826,933,1663323354.001694,1239,3674.491357,147,153,15,21,0
1663325099.431577,5419.92124,282520,1663325098.931607,310772,5419.42127,0,0,7063,7063,1
1663320952.610246,1273.099909,933,1663320952.201509,1239,1272.691172,147,153,15,21,0
1663320938.208978,1258.698641,933,1663320937.80069,1187,1258.290353,147,153,15,20,0
1663328013.009124,8333.498787,1572,1663328012.514471,910,8333.004134,182,168,27,14,0
1663319749.065464,69.555127,720,1663319749.011691,520,69.501354,104,96,12,8,0
1663324104.956157,4425.44582,252076,1663324104.60843,229160,4425.098093,0,0,5729,5729,1
1663321984.018772,2304.508435,933,1663321983.600819,1239,2304.090482,147,153,15,21,0
1663320556.007891,876.497554,928,1663320556.005994,520,876.495657,104,96,16,8,0
1663321832.531758,2153.021421,1160,1663321832.04526,650,2152.534923,130,120,20,10,0
1663320675.065518,995.555181,476,1663320675.019231,325,995.508894,65,60,8,5,0
1663321312.608956,1633.098619,933,1663321312.201852,1239,1632.691515,147,153,15,21,0
1663326654.530401,6975.020064,1160,1663326654.524391,650,6975.014054,130,120,20,10,1
1663324921.589182,5242.078845,313412,1663324921.089271,284920,5241.578934,0,0,7123,7123,1
1663327700.02573,8020.515393,696,1663327699.526121,390,8020.015784,78,72,12,6,0
1663327574.008746,7894.498409,296,1663327573.537719,130,7894.027382,26,36,5,2,1
1663322480.509786,2800.999449,1752,1663322480.015193,1040,2800.504856,208,192,30,16,0
1663323678.518973,3999.008636,1508,1663323678.019206,845,3998.508869,169,156,26,13,0
1663325349.162148,5669.651811,1044,1663325348.882254,585,5669.371917,117,108,18,9,1
1663320094.515576,415.005239,1544,1663320094.023701,1040,414.513364,208,192,26,16,0
1663325755.269485,6075.759148,168,1663325754.941359,130,6075.431022,26,12,3,2,1
1663320459.533048,780.022711,580,1663320459.531062,325,780.020725,65,60,10,5,0
1663325658.026547,5978.51621,644,1663325657.526579,325,5978.016242,65,72,11,5,0
1663321473.508263,1793.997926,1224,1663321473.008323,650,1793.497986,130,132,21,10,0
1663326866.569386,7187.059049,232,1663326866.080557,195,7186.57022,39,24,4,3,1
1663325209.565544,5530.055207,244,1663325209.521747,195,5530.01141,39,36,4,3,0
1663325019.248695,5339.738358,1624,1663325018.773405,910,5339.263068,182,168,28,14,1
1663322548.031723,2868.521386,580,1663322548.025623,325,2868.515286,65,60,10,5,0
1663322029.076926,2349.566589,424,1663322029.022646,325,2349.512309,65,60,7,5,0
1663325449.811069,5770.300732,933,1663325449.401187,1239,5769.89085,147,153,15,21,0
1663320475.521603,796.011266,1160,1663320475.029284,650,795.518947,130,120,20,10,0
1663325681.526818,6002.016481,1160,1663325681.030478,650,6001.520141,130,120,20,10,0
1663323546.271846,3866.761509,192,1663323545.894056,129,3866.383719,13,12,3,2,1
1663320852.565104,1173.054767,876,1663320852.514461,520,1173.004124,104,96,15,8,0
1663322615.977051,2936.466714,121,1663322615.975558,64,2936.465221,12,17,2,1,0
1663326373.136857,6693.62652,1160,1663326372.689504,650,6693.179167,130,120,20,10,0
1663325295.208182,5615.697845,933,1663325294.801993,1239,5615.291656,147,153,15,21,0
1663320339.517187,660.00685,980,1663320339.048748,520,659.538411,104,96,17,8,0
1663320920.208828,1240.698491,933,1663320919.801578,1239,1240.291241,147,153,15,21,0
1663327171.51172,7492.001383,928,1663327171.508231,520,7491.997894,104,96,16,8,0
1663325508.233812,5828.723475,884,1663325507.776805,1521,5828.266468,169,156,14,26,0
1663322501.812469,2822.302132,933,1663322501.401019,1239,2821.890682,147,153,15,21,0
1663327150.699547,7471.18921,884,1663327150.199751,1378,7470.689414,182,156,14,23,0
1663322484.453695,2804.943358,933,1663322484.00169,1187,2804.491353,147,153,15,20,0
1663325676.014708,5996.504371,992,1663325675.519126,520,5996.008789,104,108,17,8,0
1663321733.524941,2054.014604,1160,1663321733.034413,650,2053.524076,130,120,20,10,0
1663324829.006936,5149.496599,116,1663324829.006846,65,5149.496509,13,12,2,1,0
1663326461.516334,6782.005997,488,1663326461.016473,325,6781.506136,65,72,8,5,0
1663325992.506488,6312.996151,2704,1663325992.025439,1690,6312.515102,338,312,46,26,1
1663323764.903617,4085.39328,1688,1663323764.403644,975,4084.893307,195,180,29,15,1
1663323236.514232,3557.003895,1160,1663323236.014629,650,3556.504292,130,120,20,10,0
1663327468.538187,7789.02785,1160,1663327468.044481,650,7788.534144,130,120,20,10,0
1663324682.031314,5002.520977,1866,1663324681.601756,2478,5002.091419,294,306,30,42,1
1663323234.518583,3555.008246,1508,1663323234.019923,845,3554.509586,169,156,26,13,0
1663327612.005816,7932.495479,933,1663327611.602084,1239,7932.091747,147,153,15,21,0
1663322739.126848,3059.616511,121,1663322739.12503,64,3059.614693,12,17,2,1,0
1663325271.213993,5591.703656,933,1663325270.800944,1239,5591.290607,147,153,15,21,0
1663326468.516062,6789.005725,632,1663326468.51399,390,6789.003653,78,60,11,6,0
1663321765.527906,2086.017569,1160,1663321765.028498,650,2085.518161,130,120,20,10,0
1663319940.011907,260.50157,928,1663319940.008008,520,260.497671,104,96,16,8,0
1663324711.638154,5032.127817,1328,1663324711.140741,715,5031.630404,143,132,23,11,1
1663326788.128907,7108.61857,117468,1663326787.629234,65910,7108.118897,13182,12168,2025,1014,1
1663326343.77585,6664.265513,75560,1663326343.27649,41990,6663.766153,8398,7752,1304,646,1
1663322236.608675,2557.098338,933,1663322236.200262,1239,2556.689925,147,153,15,21,0
1663322080.015524,2400.505187,476,1663322079.515706,390,2400.005369,78,60,8,6,0
1663321206.064632,1526.554295,616,1663321206.013283,520,1526.502946,104,96,10,8,0
1663326325.009023,6645.498686,1160,1663326324.515536,650,6645.005199,130,120,20,10,0
1663322359.609614,2680.099277,933,1663322359.201395,1187,2679.691058,147,153,15,20,0
1663322857.025942,3177.515605,933,1663322856.600928,1239,3177.090591,147,153,15,21,0
1663325137.445006,5457.934669,933,1663325137.000749,1187,5457.490412,147,153,15,20,0
1663326997.018249,7317.507912,632,1663326996.553302,325,7317.042965,65,60,11,5,0
1663321658.214333,1978.703996,933,1663321657.801518,1187,1978.291181,147,153,15,20,0
1663323243.518215,3564.007878,812,1663323243.027485,455,3563.517148,91,84,14,7,0
1663323611.403284,3931.892947,933,1663323611.001177,1239,3931.49084,147,153,15,21,0
1663323581.007172,3901.496835,928,1663323581.004103,520,3901.493766,104,96,16,8,0
1663323047.526933,3368.016596,992,1663323047.027317,585,3367.51698,117,108,17,9,0
1663327324.462213,7644.951876,207724,1663327323.962269,188840,7644.451932,0,0,4721,4721,1
1663321694.516864,2015.006527,1584,1663321694.017244,975,2014.506907,195,180,27,15,0
1663325291.523246,5612.012909,928,1663325291.513464,520,5612.003127,104,96,16,8,0
1663322477.004263,2797.493926,1212,1663322476.519158,715,2797.008821,143,120,21,11,0
1663324935.51726,5256.006923,1560,1663324935.017449,910,5255.507112,182,156,27,14,0
1663325983.515513,6304.005176,1856,1663325983.021933,1040,6303.511596,208,192,32,16,0
1663321971.403061,2291.892724,933,1663321971.001178,1239,2291.490841,147,153,15,21,0
1663327261.954446,7582.444109,237,1663327261.59911,320,7582.088773,36,17,4,5,1
1663326922.110978,7242.600641,466,1663326921.643261,466,7242.132924,50,50,8,8,1
1663325987.969035,6308.458698,168,1663325987.658392,0,6308.148055,0,0,4,0,1
1663324724.531924,5045.021587,1160,1663324724.053023,650,5044.542686,130,120,20,10,1
1663327423.518981,7744.008644,1340,1663327423.02017,780,7743.509833,156,144,23,12,0
1663322825.526606,3146.016269,580,1663322825.521279,325,3146.010942,65,60,10,5,0
1663325713.01476,6033.504423,848,1663325712.514764,650,6033.004427,130,120,14,10,0
1663325000.526512,5321.016175,1160,1663325000.032965,650,5320.522628,130,120,20,10,0
1663327000.508071,7320.997734,1212,1663327000.008326,715,7320.497989,143,120,21,11,0
1663321817.514009,2138.003672,1624,1663321817.020057,910,2137.50972,182,168,28,14,0
1663326223.462373,6543.952036,180120,1663326222.962437,146770,6543.4521,29354,27084,2943,2258,1
1663326032.515794,6353.005457,1392,1663326032.015804,780,6352.505467,156,144,24,12,0
1663325104.507697,5424.99736,864,1663325104.505575,520,5424.995238,104,84,15,8,0
1663322235.522474,2556.012137,1752,1663322235.026301,1040,2555.515964,208,192,30,16,0
1663321310.209156,1630.698819,933,1663321309.801383,1239,1630.291046,147,153,15,21,0
1663322846.018498,3166.508161,632,1663322845.561027,325,3166.05069,65,60,11,5,0
1663323847.009574,4167.499237,580,1663323847.008469,325,4167.498132,65,60,10,5,0
1663320906.521733,1227.011396,632,1663320906.029199,390,1226.518862,78,60,11,6,0
1663321414.60378,1735.093443,933,1663321414.201242,1239,1734.690905,147,153,15,21,0
1663323447.269286,3767.758949,296,1663323446.870256,195,3767.359919,39,36,5,3,1
1663327665.527571,7986.017234,1108,1663327665.028015,585,7985.517678,117,120,19,9,0
1663320585.515641,906.005304,1624,1663320585.016416,910,905.506079,182,168,28,14,0
1663327981.523694,8302.013357,632,1663327981.024145,390,8301.513808,78,60,11,6,0
1663325321.028282,5641.517945,1866,1663325320.601748,2478,5641.091411,294,306,30,42,1
1663320751.519504,1072.009167,1328,1663320751.023079,780,1071.512742,156,132,23,12,0
1663325716.528792,6037.018455,1004,1663325716.032199,650,6036.521862,130,120,17,10,0
1663322610.515004,2931.004667,1376,1663322610.024145,975,2930.513808,195,180,23,15,0
1663323899.213286,4219.702949,320,1663323898.72471,325,4219.214373,65,60,5,5,1
1663326685.805045,7006.294708,1624,1663326685.376342,910,7005.866005,182,168,28,14,1
1663323785.811333,4106.300996,1508,1663323785.316746,845,4105.806409,169,156,26,13,1
1663320340.021797,660.51146,933,1663320339.602091,1239,660.091754,147,153,15,21,0
1663326029.50548,6349.995143,348,1663326029.504877,195,6349.99454,39,36,6,3,0
1663327174.0958,7494.585463,184952,1663327173.595873,117286,7494.085536,22646,20736,3158,1820,1
1663323714.609715,4035.099378,933,1663323714.20178,1239,4034.691443,147,153,15,21,0
1663325502.95128,5823.440943,93892,1663325502.451838,52130,5822.941501,10426,9600,1621,802,1
1663323226.61034,3547.100003,933,1663323226.201194,1239,3546.690857,147,153,15,21,0
1663323786.606202,4107.095865,933,1663323786.200159,1239,4106.689822,147,153,15,21,0
1663323527.01795,3847.507613,933,1663323526.601176,1239,3847.090839,147,153,15,21,0
1663324892.601958,5213.091621,933,1663324892.201498,1239,5212.691161,147,153,15,21,0
1663320062.003832,382.493495,1740,1663320061.504118,975,381.993781,195,180,30,15,0
1663322199.033466,2519.523129,632,1663322198.553416,325,2519.043079,65,60,11,5,0
1663324847.073578,5167.563241,876,1663324847.013534,520,5167.503197,104,96,15,8,0
1663325354.03455,5674.524213,580,1663325354.028917,325,5674.51858,65,60,10,5,0
1663324538.888537,4859.3782,90044,1663324538.388771,54470,4858.878434,10894,10068,1538,838,1
1663322655.52646,2976.016123,1004,1663322655.026514,585,2975.516177,117,120,17,9,0
1663325366.019478,5686.509141,1572,1663325365.55557,910,5686.045233,182,168,27,14,1
1663320589.021437,909.5111,632,1663320588.569221,325,909.058884,65,60,11,5,0
1663325240.366248,5560.855911,260436,1663325239.866262,236720,5560.355925,0,0,5919,5918,1
1663325011.53128,5332.020943,1004,1663325011.032651,650,5331.522314,130,120,17,10,0
1663321121.807515,1442.297178,933,1663321121.400867,1239,1441.89053,147,153,15,21,0
1663326974.027827,7294.51749,52,1663326974.027686,65,7294.517349,13,0,1,1,0
1663320876.524114,1197.013777,1160,1663320876.031127,650,1196.52079,130,120,20,10,0
1663325050.529756,5371.019419,876,1663325050.029809,520,5370.519472,104,96,15,8,0
1663320417.40848,737.898143,933,1663320417.002813,1239,737.492476,147,153,15,21,0
1663323932.637365,4253.127028,0,1663323932.637365,42,4253.127028,0,0,0,1,1
1663322441.519714,2762.009377,348,1663322441.517189,195,2762.006852,39,36,6,3,0
1663320917.524831,1238.014494,928,1663320917.516105,520,1238.005768,104,96,16,8,0
1663324739.567212,5060.056875,1044,1663324739.096088,585,5059.585751,117,108,18,9,1
1663327382.018847,7702.50851,1044,1663327381.524519,585,7702.014182,117,108,18,9,0
1663326026.503209,6346.992872,876,1663326026.003231,455,6346.492894,91,96,15,7,0
1663324519.507626,4839.997289,928,1663324519.007742,520,4839.497405,104,96,16,8,0
1663326326.045502,6646.535165,933,1663326325.601691,1239,6646.091354,147,153,15,21,0
1663321171.517569,1492.007232,1160,1663321171.023122,650,1491.512785,130,120,20,10,0
1663319902.507733,222.997396,1444,1663319902.023673,845,222.513336,169,144,25,13,0
1663326954.408166,7274.897829,933,1663326954.00151,1239,7274.491173,147,153,15,21,0
1663321849.003913,2169.493576,933,1663321848.601313,1239,2169.090976,147,153,15,21,0
1663321211.519525,1532.009188,656,1663321211.023813,455,1531.513476,91,84,11,7,0
1663324632.503137,4952.9928,244,1663324632.086425,130,4952.576088,26,36,4,2,1
1663325645.58343,5966.073093,221760,1663325645.083433,201600,5965.573096,0,0,5040,5040,1
1663324128.521081,4449.010744,1160,1663324128.033369,650,4448.523032,130,120,20,10,0
1663327551.761389,7872.251052,244,1663327551.400617,65,7871.89028,13,24,4,1,1
1663326553.40751,6873.897173,933,1663326553.000475,1239,6873.490138,147,153,15,21,0
1663319917.52145,238.011113,796,1663319917.027698,650,237.517361,130,120,13,10,0
1663325004.055505,5324.545168,1212,1663325003.560251,715,5324.049914,143,120,21,11,1
1663327556.412888,7876.902551,244,1663327555.917612,247,7876.407275,39,12,4,4,1
1663325904.561561,6225.051224,888,1663325904.096027,650,6224.58569,130,108,15,10,0
1663320695.526279,1016.015942,992,1663320695.026406,520,1015.516069,104,108,17,8,0
1663326236.51358,6557.003243,580,1663326236.509355,325,6556.999018,65,60,10,5,0
1663326844.541122,7165.030785,952,1663326844.062194,650,7164.551857,130,120,16,10,0
1663322148.406778,2468.896441,933,1663322148.001206,1239,2468.490869,147,153,15,21,0
1663322650.527623,2971.017286,1004,1663322650.028436,650,2970.518099,130,120,17,10,0
1663326610.146742,6930.636405,303760,1663326609.646782,334136,6930.136445,0,0,7594,7594,1
1663327330.507279,7650.996942,1624,1663327330.007371,910,7650.497034,182,168,28,14,0
1663326485.069124,6805.558787,424,1663326485.020366,325,6805.510029,65,60,7,5,0
1663326554.221855,6874.711518,157080,1663326553.721924,142800,6874.211587,0,0,3570,3570,1
